Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
328,Evan Mobley,PF,22,CLE,24,24,32.2,6.7,11.5,.581,0.2,0.6,.357,6.5,11.0,.593,.590,2.3,3.0,.775,2.5,7.6,10.1,2.8,0.8,1.5,2.1,2.9,15.9,mobleev01
329,Isaiah Mobley,PF,24,CLE,3,0,4.7,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.0,0.0,,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,1.7,mobleis01
330,Malik Monk,SG,25,SAC,47,0,25.6,5.0,11.3,.439,2.3,6.0,.379,2.7,5.3,.506,.539,2.4,2.9,.812,0.4,2.3,2.7,5.4,0.6,0.6,2.1,2.0,14.6,monkma01
331,Moses Moody,SG,21,GSW,34,4,18.0,3.1,6.5,.482,1.1,3.1,.358,2.0,3.4,.595,.568,1.3,1.7,.789,1.1,2.0,3.1,0.8,0.7,0.3,0.7,1.4,8.7,moodymo01
332,Xavier Moon,SG,29,LAC,2,0,6.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,1.0,moonxa01
333,Taze Moore,SG,25,POR,3,0,3.3,1.0,1.7,.600,0.0,0.7,.000,1.0,1.0,1.000,.600,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.7,2.0,mooreta02
334,Wendell Moore Jr.,SG,22,MIN,13,0,3.2,0.4,0.6,.625,0.0,0.2,.000,0.4,0.4,1.000,.625,0.0,0.0,,0.0,0.4,0.4,0.2,0.3,0.1,0.2,0.3,0.8,moorewe01
335,Ja Morant,PG,24,MEM,9,9,35.3,8.9,18.9,.471,1.6,5.7,.275,7.3,13.2,.555,.512,5.8,7.1,.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1,moranja01
336,Marcus Morris,PF,34,PHI,36,7,17.0,2.4,5.4,.441,0.9,2.4,.395,1.4,3.0,.477,.528,0.9,1.0,.861,0.5,2.4,2.9,0.7,0.3,0.3,0.5,1.7,6.6,morrima03
337,Markieff Morris,PF,34,DAL,16,1,9.4,0.9,2.9,.319,0.6,1.8,.321,0.4,1.2,.316,.415,0.2,0.3,.750,0.3,1.5,1.8,0.7,0.3,0.1,0.6,0.7,2.6,morrima02
338,Monte Morris,PG,28,DET,6,0,11.3,2.0,5.5,.364,0.3,1.8,.182,1.7,3.7,.455,.394,0.2,0.3,.500,0.3,1.7,2.0,1.3,0.2,0.2,0.3,0.2,4.5,morrimo01
339,Trey Murphy III,SF,23,NOP,24,5,25.9,4.3,10.1,.428,2.5,7.0,.357,1.8,3.1,.587,.551,1.6,2.1,.780,0.5,3.3,3.8,1.8,0.7,0.3,0.6,1.2,12.8,murphtr02
340,Dejounte Murray,SG,27,ATL,48,48,35.0,8.3,17.7,.468,2.3,6.2,.368,6.0,11.5,.521,.532,2.6,3.2,.836,0.7,4.4,5.1,5.2,1.3,0.3,2.2,1.8,21.5,murrade01
341,Jamal Murray,PG,26,DEN,37,37,31.9,7.9,16.7,.471,2.4,5.9,.406,5.5,10.8,.506,.543,2.8,3.3,.854,0.7,3.2,4.0,6.6,0.8,0.7,1.9,2.0,21.0,murraja01
342,Keegan Murray,SF,23,SAC,44,44,32.9,5.9,12.8,.465,2.4,6.5,.365,3.5,6.2,.571,.559,1.4,1.8,.792,1.3,4.1,5.4,1.6,1.2,0.6,0.8,2.6,15.6,murrake02
343,Kris Murray,SF,23,POR,30,1,12.7,1.3,3.5,.381,0.5,1.8,.283,0.8,1.7,.481,.452,0.3,0.4,.667,0.6,1.2,1.8,0.6,0.8,0.2,0.5,0.8,3.4,murrakr01
344,Mike Muscala,C,32,TOT,32,3,13.7,1.3,3.5,.378,0.7,2.2,.319,0.6,1.3,.476,.477,0.5,0.7,.727,0.9,2.1,2.9,0.9,0.2,0.3,0.5,1.3,3.8,muscami01
344,Mike Muscala,C,32,WAS,24,2,14.1,1.4,3.8,.367,0.6,2.1,.275,0.8,1.6,.487,.444,0.6,0.8,.750,0.9,2.2,3.1,0.9,0.2,0.3,0.7,1.3,4.0,muscami01
344,Mike Muscala,C,32,DET,8,1,12.4,1.1,2.6,.429,1.0,2.3,.444,0.1,0.4,.333,.619,0.1,0.3,.500,0.8,1.6,2.4,0.8,0.1,0.5,0.1,1.3,3.4,muscami01
345,Svi Mykhailiuk,SF,26,BOS,22,0,7.6,1.0,2.9,.333,0.7,2.4,.308,0.2,0.5,.455,.460,0.1,0.3,.500,0.2,0.7,0.9,0.5,0.3,0.0,0.3,0.5,2.8,mykhasv01
346,Larry Nance Jr.,C,31,NOP,31,0,17.8,2.2,3.9,.567,0.6,1.3,.462,1.6,2.6,.617,.642,0.8,1.0,.800,1.3,3.8,5.1,1.3,1.0,0.4,0.7,1.2,5.7,nancela02
347,Pete Nance,PF,23,CLE,2,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nancepe01
348,Andrew Nembhard,PG,24,IND,37,16,21.7,3.7,7.8,.478,0.7,2.2,.313,3.0,5.6,.544,.522,0.8,0.9,.800,0.6,1.2,1.8,4.5,0.8,0.1,1.8,2.0,8.9,nembhan01
349,Aaron Nesmith,SF,24,IND,46,21,27.0,4.6,8.8,.523,2.2,4.7,.463,2.5,4.2,.592,.646,1.2,1.7,.727,1.0,3.0,4.0,1.5,1.0,0.7,0.9,3.3,12.6,nesmiaa01
350,Georges Niang,PF,30,CLE,47,1,22.0,3.3,7.9,.425,1.7,4.9,.351,1.6,2.9,.551,.535,0.7,0.8,.868,0.3,3.4,3.7,1.3,0.2,0.2,0.7,2.3,9.1,niangge01
351,Daishen Nix,PG,21,MIN,6,0,3.5,0.5,1.3,.375,0.3,0.8,.400,0.2,0.5,.333,.500,0.0,0.3,.000,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,1.3,nixda01
352,Zeke Nnaji,PF,23,DEN,37,0,9.4,1.1,2.5,.457,0.1,0.4,.313,1.0,2.1,.487,.484,0.7,1.1,.641,1.1,1.0,2.1,0.5,0.2,0.5,0.6,1.5,3.1,nnajize01
353,Jaylen Nowell,SG,24,MEM,9,1,17.3,2.4,6.1,.400,0.4,2.6,.174,2.0,3.6,.563,.436,0.3,0.3,1.000,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,nowelja01
354,Markquis Nowell,SG,24,TOR,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,nowelma01
355,Frank Ntilikina,PG,25,CHO,5,0,8.6,0.2,1.8,.111,0.2,1.6,.125,0.0,0.2,.000,.167,0.4,0.4,1.000,0.2,1.0,1.2,0.8,0.0,0.0,0.2,0.8,1.0,ntilila01
356,Jusuf Nurkić,C,29,PHO,47,47,27.3,4.6,9.0,.514,0.4,1.7,.263,4.2,7.3,.573,.539,2.3,3.3,.703,2.6,7.7,10.3,3.7,1.0,1.0,2.1,3.3,12.0,nurkiju01
357,Jordan Nwora,SF,25,TOT,23,0,11.3,2.3,5.0,.465,0.8,2.3,.358,1.5,2.7,.557,.548,0.9,1.0,.875,0.5,1.5,2.0,1.1,0.4,0.1,0.7,1.2,6.3,nworajo01
357,Jordan Nwora,SF,25,IND,18,0,10.2,2.1,4.6,.451,0.6,2.0,.306,1.4,2.6,.565,.518,0.5,0.6,.818,0.4,1.4,1.8,1.0,0.3,0.1,0.7,1.1,5.2,nworajo01
357,Jordan Nwora,SF,25,TOR,5,0,15.6,3.2,6.4,.500,1.6,3.4,.471,1.6,3.0,.533,.625,2.4,2.6,.923,0.8,1.8,2.6,1.4,0.6,0.4,0.6,1.8,10.4,nworajo01
358,Royce O'Neale,SF,30,BRK,47,6,24.3,2.4,6.3,.387,1.9,5.1,.364,0.6,1.2,.491,.535,0.3,0.4,.650,0.8,3.7,4.5,2.9,0.7,0.6,1.0,2.4,7.0,onealro01
359,Chuma Okeke,SF,25,ORL,29,8,12.7,1.2,3.3,.379,0.8,2.4,.310,0.5,0.8,.583,.495,0.1,0.2,.400,0.6,1.8,2.4,0.6,0.2,0.2,0.4,0.6,3.3,okekech01
360,Josh Okogie,SG,25,PHO,44,11,18.1,1.6,3.8,.414,0.5,1.8,.273,1.1,2.1,.533,.476,1.5,2.0,.719,1.3,1.6,2.9,1.2,0.9,0.5,0.5,1.4,5.1,okogijo01
361,Onyeka Okongwu,C,23,ATL,48,3,25.0,3.8,6.3,.603,0.4,1.2,.321,3.4,5.1,.668,.633,1.7,2.1,.820,2.6,4.3,6.8,1.3,0.5,1.0,0.8,2.9,9.6,okongon01
362,Isaac Okoro,SF,23,CLE,38,24,26.3,3.2,6.5,.492,0.9,2.5,.372,2.3,4.1,.565,.563,1.5,2.2,.687,1.2,1.9,3.2,1.9,0.9,0.4,0.8,2.1,8.8,okorois01
363,Kelly Olynyk,C,32,UTA,49,8,20.5,2.9,5.1,.560,0.7,1.7,.429,2.1,3.4,.625,.631,1.6,1.9,.839,1.2,3.9,5.1,4.3,0.8,0.2,1.7,2.7,8.1,olynyke01
364,Eugene Omoruyi,SF,26,WAS,20,0,6.7,1.9,3.4,.567,0.3,1.0,.300,1.6,2.4,.681,.612,1.0,1.3,.760,0.8,1.1,1.9,0.7,0.6,0.1,0.5,1.2,5.1,omorueu01
365,Cedi Osman,SF,28,SAS,50,1,18.1,2.7,5.7,.477,1.2,3.2,.370,1.5,2.5,.616,.582,0.6,1.0,.667,0.4,2.1,2.5,1.8,0.5,0.2,0.7,1.6,7.3,osmande01
366,Kelly Oubre Jr.,SF,28,PHI,36,25,28.0,5.0,10.8,.464,1.5,4.4,.331,3.5,6.3,.557,.532,1.9,2.6,.745,1.0,3.2,4.3,1.1,1.2,0.6,0.9,2.8,13.4,oubreke01
367,Chris Paul,PG,38,GSW,32,11,27.6,3.3,7.7,.424,1.3,3.7,.361,1.9,3.9,.484,.512,1.1,1.3,.833,0.3,3.5,3.8,7.2,1.1,0.1,1.2,1.8,8.9,paulch01
368,Cameron Payne,PG,29,MIL,46,2,14.8,2.1,4.6,.458,1.1,2.8,.402,1.0,1.8,.541,.578,0.8,0.9,.875,0.1,1.2,1.3,2.3,0.4,0.1,0.7,1.5,6.1,payneca01
369,Gary Payton II,SG,31,GSW,16,0,16.3,2.3,4.9,.456,0.6,2.0,.281,1.7,2.9,.574,.513,0.4,0.6,.667,1.0,2.0,3.0,0.8,1.1,0.3,0.6,1.8,5.4,paytoga02
370,Drew Peterson,PF,24,BOS,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,peterdr01
371,Filip Petrušev,C,23,TOT,3,0,3.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,petrufi01
371,Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,petrufi01
371,Filip Petrušev,C,23,SAC,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,petrufi01
372,Julian Phillips,SF,20,CHI,26,0,6.4,0.7,1.5,.425,0.2,0.8,.227,0.5,0.7,.667,.488,0.2,0.4,.545,0.2,0.4,0.6,0.3,0.0,0.2,0.2,1.0,1.7,phillju01
373,Jalen Pickett,SG,24,DEN,16,0,6.1,0.8,1.8,.429,0.4,1.3,.350,0.3,0.5,.625,.554,0.1,0.1,1.000,0.1,0.6,0.7,0.8,0.2,0.0,0.4,0.5,2.1,pickeja02
374,Scotty Pippen Jr.,PG,23,MEM,6,2,21.3,3.3,7.0,.476,1.3,2.3,.571,2.0,4.7,.429,.571,2.5,3.3,.750,0.8,2.8,3.7,4.0,1.2,0.3,2.3,2.3,10.5,pippesc02
375,Mason Plumlee,C,33,LAC,18,8,18.4,2.4,3.7,.652,0.0,0.0,,2.4,3.7,.652,.652,1.6,2.6,.630,1.6,4.4,6.0,1.1,0.3,0.3,0.6,1.4,6.4,plumlma01
376,Brandin Podziemski,SG,20,GSW,40,11,25.5,3.8,8.1,.467,1.2,3.3,.369,2.6,4.8,.534,.542,0.7,1.1,.622,1.5,4.1,5.6,3.6,0.9,0.2,1.2,1.9,9.5,podzibr01
377,Jakob Poeltl,C,28,TOR,38,38,26.5,4.8,6.9,.691,0.0,0.0,,4.8,6.9,.691,.691,1.2,2.2,.542,2.7,5.6,8.3,2.4,0.6,1.4,1.6,3.1,10.7,poeltja01
378,Aleksej Pokusevski,PF,22,OKC,9,0,6.1,0.4,1.7,.267,0.2,1.1,.200,0.2,0.6,.400,.333,0.2,0.4,.500,0.2,0.9,1.1,0.6,0.1,0.1,0.3,0.6,1.3,pokusal01
379,Jordan Poole,SG,24,WAS,47,47,29.1,5.8,14.3,.407,1.9,6.4,.301,3.9,7.9,.492,.474,2.7,3.1,.868,0.4,1.9,2.3,3.6,1.0,0.4,2.1,3.0,16.2,poolejo01
380,Craig Porter Jr.,PG,23,CLE,30,5,15.4,2.8,5.5,.512,0.2,0.7,.333,2.6,4.8,.538,.534,1.1,1.5,.696,0.5,2.1,2.6,3.0,0.6,0.4,1.1,1.0,6.9,portecr01
381,Jontay Porter,PF,24,TOR,14,5,14.3,1.6,4.4,.361,0.8,2.4,.333,0.8,2.0,.393,.451,0.8,0.9,.917,1.1,2.4,3.5,2.1,0.8,0.8,0.6,1.8,4.7,portejo01
382,Michael Porter Jr.,SF,25,DEN,51,51,31.4,6.1,12.9,.471,2.7,6.8,.393,3.4,6.0,.560,.575,1.0,1.2,.778,1.3,5.7,7.0,1.4,0.5,0.7,1.1,1.9,15.8,portemi01
383,Otto Porter Jr.,SF,30,TOR,15,1,11.6,0.9,2.2,.424,0.5,1.5,.348,0.4,0.7,.600,.545,0.2,0.2,1.000,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6,porteot01
384,Bobby Portis,PF,28,MIL,50,1,23.7,5.1,10.1,.500,1.1,3.0,.380,3.9,7.1,.551,.556,1.3,1.7,.779,1.6,5.3,6.9,1.0,0.7,0.4,0.9,2.5,12.6,portibo01
385,Kristaps Porziņģis,C,28,BOS,36,36,29.7,6.6,12.6,.522,1.8,5.1,.351,4.8,7.4,.640,.594,4.6,5.5,.839,1.7,5.3,6.9,2.0,0.7,1.9,1.7,2.9,19.6,porzikr01
386,Micah Potter,PF,25,UTA,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,pottemi01
387,Dwight Powell,C,32,DAL,42,8,15.7,1.5,2.1,.713,0.0,0.0,.500,1.5,2.0,.718,.718,1.4,1.9,.734,1.8,2.1,3.9,1.7,0.5,0.4,0.6,2.1,4.4,poweldw01
388,Norman Powell,SG,30,LAC,48,0,25.5,4.8,9.6,.496,2.1,4.7,.446,2.7,5.0,.542,.604,1.9,2.3,.852,0.2,2.5,2.6,1.1,0.5,0.4,0.9,1.9,13.5,powelno01
389,Joshua Primo,SG,21,LAC,1,0,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,primojo01
390,Taurean Prince,PF,29,LAL,48,47,30.5,3.5,8.1,.432,2.1,5.3,.388,1.4,2.8,.515,.559,0.6,0.8,.750,0.2,2.7,2.9,1.8,0.9,0.5,0.9,2.3,9.7,princta02
391,Payton Pritchard,PG,26,BOS,50,0,20.8,2.8,6.6,.420,1.6,4.5,.368,1.1,2.2,.528,.544,0.6,0.7,.806,0.9,2.2,3.1,2.9,0.4,0.1,0.6,1.3,7.8,pritcpa01
392,Olivier-Maxence Prosper,PF,21,DAL,25,0,9.6,0.9,2.6,.354,0.3,1.3,.250,0.6,1.3,.455,.415,0.9,1.4,.676,0.6,1.6,2.2,0.8,0.1,0.1,0.2,0.7,3.1,prospol01
393,Trevelin Queen,SG,26,ORL,12,0,12.9,1.2,3.0,.389,0.3,1.3,.188,0.9,1.7,.550,.431,0.8,1.0,.750,0.3,1.3,1.5,1.5,0.6,0.4,0.6,1.2,3.3,queentr01
394,Neemias Queta,C,24,BOS,22,0,12.2,2.0,3.4,.608,0.0,0.0,,2.0,3.4,.608,.608,0.7,0.9,.750,1.9,2.5,4.5,0.5,0.4,0.6,0.4,1.9,4.8,quetane01
395,Immanuel Quickley,SG-PG,24,TOT,44,14,26.7,5.3,12.1,.436,2.4,5.8,.409,2.9,6.4,.461,.534,2.8,3.3,.853,0.2,2.9,3.1,3.7,0.6,0.1,1.1,1.6,15.7,quickim01
395,Immanuel Quickley,SG,24,NYK,30,0,24.0,5.1,11.2,.454,2.1,5.4,.395,2.9,5.8,.509,.549,2.7,3.1,.872,0.2,2.4,2.6,2.5,0.5,0.1,1.0,1.5,15.0,quickim01
395,Immanuel Quickley,PG,24,TOR,14,14,32.4,5.8,14.2,.407,2.9,6.6,.435,2.9,7.6,.383,.508,2.9,3.5,.816,0.4,3.9,4.2,6.4,0.7,0.1,1.3,1.9,17.3,quickim01
396,Lester Quinones,SG,23,GSW,12,0,9.2,1.6,3.5,.452,1.0,2.3,.444,0.6,1.3,.467,.595,0.3,0.5,.667,0.8,1.2,1.9,0.5,0.1,0.1,0.7,1.1,4.5,quinole01
397,Julius Randle,PF,29,NYK,46,46,35.4,8.6,18.2,.472,1.7,5.3,.311,6.9,12.9,.539,.518,5.1,6.6,.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0,randlju01
398,Duop Reath,C,27,POR,38,11,17.6,3.3,6.9,.485,1.4,3.6,.393,1.9,3.3,.583,.586,1.0,1.3,.760,1.4,2.5,3.8,1.2,0.5,0.5,0.8,2.5,9.1,reathdu01
399,Austin Reaves,SG,25,LAL,51,26,30.8,5.4,11.1,.488,1.7,4.7,.363,3.7,6.4,.580,.565,3.2,3.7,.861,0.7,3.2,4.0,5.2,0.9,0.2,2.1,1.8,15.6,reaveau01
400,Cam Reddish,SF,24,LAL,35,26,23.3,2.4,5.9,.405,0.9,2.7,.337,1.5,3.1,.464,.483,1.0,1.3,.783,0.5,1.9,2.4,1.3,1.2,0.3,0.9,1.6,6.7,reddica01
401,Paul Reed,C,24,PHI,48,12,16.2,2.7,4.9,.545,0.2,0.6,.370,2.5,4.3,.567,.566,0.6,0.8,.711,2.0,3.0,5.0,1.2,0.7,0.7,0.8,2.3,6.1,reedpa01
402,Naz Reid,C,24,MIN,50,0,22.4,4.6,9.5,.489,1.9,4.7,.415,2.7,4.8,.563,.592,1.1,1.4,.750,0.9,3.7,4.6,1.1,0.7,0.7,1.3,2.0,12.3,reidna01
403,Jared Rhoden,SG,24,DET,5,0,6.0,1.0,1.8,.556,0.2,0.8,.250,0.8,1.0,.800,.611,0.4,0.4,1.000,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6,rhodeja01
404,Nick Richards,C,26,CHO,39,26,25.5,3.7,5.4,.687,0.0,0.0,,3.7,5.4,.687,.687,2.2,2.9,.743,2.7,5.2,7.9,0.9,0.3,1.3,1.1,2.7,9.6,richani01
405,Josh Richardson,SG,30,MIA,40,6,26.1,3.7,8.3,.441,1.6,4.5,.343,2.1,3.8,.560,.535,1.2,1.3,.940,0.4,2.4,2.8,2.6,0.6,0.4,0.9,1.8,10.0,richajo01
406,Duncan Robinson,SF,29,MIA,45,17,27.5,4.6,10.1,.452,2.8,6.8,.404,1.8,3.3,.550,.588,1.3,1.5,.879,0.2,2.2,2.5,2.8,0.6,0.2,1.4,2.3,13.2,robindu01
407,Jerome Robinson,SG,26,GSW,8,0,3.5,0.0,1.1,.000,0.0,0.6,.000,0.0,0.5,.000,.000,0.5,0.8,.667,0.1,0.3,0.4,0.3,0.0,0.1,0.0,0.1,0.5,robinje01
408,Mitchell Robinson,C,25,NYK,21,21,29.2,2.8,4.7,.592,0.0,0.0,,2.8,4.7,.592,.592,0.7,1.8,.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2,robinmi01
409,Orlando Robinson,C,23,MIA,20,7,11.5,1.6,3.0,.517,0.4,0.6,.583,1.2,2.4,.500,.575,0.7,1.0,.700,1.0,2.2,3.1,1.4,0.3,0.4,0.7,1.5,4.2,robinor01
410,Jeremiah Robinson-Earl,PF,23,NOP,19,1,10.8,1.6,3.0,.526,0.4,1.1,.381,1.2,1.9,.611,.596,0.5,0.6,.909,0.7,1.8,2.5,0.5,0.4,0.2,0.5,0.7,4.1,robinje02
411,David Roddy,PF,22,MEM,47,13,23.2,3.2,8.0,.397,0.9,3.2,.291,2.2,4.8,.469,.456,1.0,1.4,.708,1.1,3.1,4.2,1.6,0.5,0.2,1.1,1.4,8.3,roddyda01
412,Ryan Rollins,PG,21,WAS,10,0,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1,rolliry01
413,Derrick Rose,PG,35,MEM,18,7,17.8,3.4,7.6,.445,0.7,2.0,.333,2.7,5.6,.485,.489,1.1,1.2,.909,0.4,1.3,1.7,3.4,0.4,0.1,1.2,1.1,8.6,rosede01
414,Terry Rozier,SG-PG,29,TOT,37,36,34.6,7.6,17.1,.442,2.4,7.1,.341,5.1,10.0,.514,.513,3.5,4.0,.865,0.6,3.4,4.1,6.4,1.1,0.4,2.0,1.8,21.0,roziete01
414,Terry Rozier,SG,29,CHO,30,30,35.5,8.4,18.3,.459,2.8,7.7,.358,5.6,10.6,.533,.535,3.6,4.3,.845,0.6,3.3,3.9,6.6,1.1,0.4,2.2,1.7,23.2,roziete01
414,Terry Rozier,PG,29,MIA,7,6,30.7,4.0,12.1,.329,1.0,4.6,.219,3.0,7.6,.396,.371,2.7,2.7,1.000,0.9,3.9,4.7,5.4,1.0,0.3,1.3,2.1,11.7,roziete01
415,Rayan Rupert,SG,19,POR,16,0,7.4,0.9,2.7,.349,0.4,1.1,.412,0.5,1.6,.308,.430,0.3,0.5,.625,0.4,0.9,1.3,0.7,0.2,0.0,0.4,0.4,2.6,ruperra01
416,D'Angelo Russell,PG,27,LAL,47,40,30.8,6.3,13.5,.465,2.6,6.2,.416,3.7,7.3,.506,.560,1.9,2.4,.795,0.4,2.3,2.7,6.2,0.8,0.5,1.9,2.0,17.0,russeda01
417,Matt Ryan,SF,26,NOP,13,1,22.9,2.9,6.4,.458,2.5,5.2,.471,0.5,1.2,.400,.651,1.0,1.1,.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3,ryanma01
418,Domantas Sabonis,C,27,SAC,48,48,35.5,8.0,12.9,.619,0.5,1.1,.434,7.5,11.8,.636,.637,3.4,5.0,.689,3.2,9.8,13.0,8.0,0.8,0.5,3.4,3.2,19.9,sabondo01
419,Luka Šamanić,PF,24,UTA,22,0,6.1,1.0,2.6,.386,0.2,1.0,.238,0.8,1.6,.472,.430,0.6,0.8,.824,0.3,1.5,1.8,0.2,0.0,0.1,0.4,0.6,2.9,samanlu01
420,Jermaine Samuels,SF,25,HOU,11,0,4.8,0.7,1.0,.727,0.0,0.2,.000,0.7,0.8,.889,.727,0.2,0.2,1.000,0.2,0.8,1.0,0.2,0.1,0.1,0.0,0.4,1.6,samueje01
421,Adama Sanogo,PF,21,CHI,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.7,1.0,.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7,sanogad01
422,Gui Santos,PF,21,GSW,8,0,7.6,0.8,1.9,.400,0.1,1.0,.125,0.6,0.9,.714,.433,1.0,1.0,1.000,0.9,1.1,2.0,0.6,0.0,0.0,0.4,1.1,2.6,santogu01
423,Dario Šarić,C,29,GSW,44,9,20.5,3.5,7.4,.481,1.5,3.8,.412,2.0,3.6,.553,.586,1.6,1.9,.854,1.4,4.0,5.5,2.6,0.6,0.2,1.3,2.2,10.2,saricda01
424,Olivier Sarr,C,24,OKC,11,0,7.4,0.6,1.3,.500,0.2,0.5,.333,0.5,0.7,.625,.571,0.6,0.9,.700,0.7,2.1,2.8,0.2,0.0,0.5,0.3,1.5,2.1,sarrol01
425,Marcus Sasser,PG,23,DET,44,0,15.4,2.8,5.8,.484,1.1,2.6,.435,1.7,3.2,.525,.582,0.7,0.7,.906,0.1,1.3,1.5,2.7,0.5,0.2,0.9,1.3,7.4,sassema01
426,Admiral Schofield,PF,26,ORL,12,0,3.8,0.4,1.3,.333,0.2,0.8,.222,0.3,0.5,.500,.400,0.0,0.2,.000,0.1,0.5,0.6,0.3,0.0,0.0,0.3,0.6,1.0,schofad01
427,Dennis Schröder,PG,30,TOR,49,33,30.9,5.0,11.1,.445,1.5,4.3,.349,3.4,6.8,.506,.513,2.5,2.9,.859,0.4,2.3,2.8,6.2,0.9,0.1,1.6,2.1,13.9,schrode01
428,Dereon Seabron,SG,23,NOP,5,0,10.4,0.8,2.6,.308,0.2,0.4,.500,0.6,2.2,.273,.346,1.0,1.2,.833,0.2,1.2,1.4,0.8,0.4,0.2,0.0,0.8,2.8,seabrde01
429,Alperen Şengün,C,21,HOU,49,49,32.6,8.6,15.9,.543,0.6,2.0,.292,8.0,13.9,.579,.561,3.8,5.3,.718,2.7,6.6,9.3,5.1,1.2,0.7,2.6,3.3,21.6,sengual01
430,Brice Sensabaugh,SF,20,UTA,4,0,3.0,0.5,1.5,.333,0.3,0.5,.500,0.3,1.0,.250,.417,0.0,0.0,,0.3,0.5,0.8,0.5,0.0,0.0,0.0,0.3,1.3,sensabr01
431,Collin Sexton,SG,25,UTA,51,28,24.3,5.9,12.3,.483,1.5,4.0,.384,4.4,8.3,.531,.545,4.1,4.6,.882,0.9,1.7,2.6,4.4,0.7,0.2,1.9,2.0,17.5,sextoco01
432,Landry Shamet,SG,26,WAS,32,0,15.1,2.8,6.2,.452,1.3,3.4,.370,1.6,2.8,.549,.553,1.0,1.2,.795,0.3,1.0,1.3,1.3,0.5,0.2,0.6,1.7,7.8,shamela01
433,Day'Ron Sharpe,C,22,BRK,37,1,16.0,3.0,5.2,.575,0.0,0.2,.143,3.0,5.0,.591,.578,1.5,2.4,.614,2.8,4.2,7.0,1.4,0.5,0.9,1.0,2.3,7.5,sharpda01
434,Shaedon Sharpe,SG,20,POR,32,25,33.1,5.5,13.6,.406,1.9,5.6,.333,3.6,7.9,.457,.475,3.1,3.7,.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9,sharpsh01
435,Ben Sheppard,SG,22,IND,29,0,10.7,1.1,3.0,.356,0.6,2.0,.276,0.5,1.0,.517,.448,0.4,0.5,.786,0.2,1.1,1.3,0.8,0.5,0.0,0.2,1.3,3.1,sheppbe01
436,Pascal Siakam,PF,29,TOT,49,49,34.4,8.5,16.0,.530,1.1,3.4,.325,7.4,12.6,.586,.565,4.0,5.3,.743,1.6,4.9,6.5,4.9,0.8,0.2,2.1,2.5,22.1,siakapa01
